time	duration	track	channel	instrument	pitch	velocity	bar	beat
24077270	175747	10	9	16	36	100	17.125000	68.500000
24077270	175747	13	12	29	51	120	17.125000	68.500000
24077270	175747	14	13	30	51	120	17.125000	68.500000
24077270	175747	15	14	33	39	120	17.125000	68.500000
24253017	175746	10	9	16	38	100	17.250000	69.000000
24253017	175746	10	9	16	46	80	17.250000	69.000000
24253017	175746	13	12	29	39	120	17.250000	69.000000
24253017	175746	14	13	30	39	120	17.250000	69.000000
24253017	175746	15	14	33	27	120	17.250000	69.000000
24428763	175747	10	9	16	36	100	17.375000	69.500000
24428763	175747	13	12	29	39	120	17.375000	69.500000
24428763	175747	14	13	30	39	120	17.375000	69.500000
24428763	175747	15	14	33	27	120	17.375000	69.500000
24604510	87873	1	0	48	82	120	17.500000	70.000000
24604510	87873	1	0	48	86	120	17.500000	70.000000
24604510	175746	10	9	16	36	100	17.500000	70.000000
24604510	175746	10	9	16	46	80	17.500000	70.000000
24604510	175746	13	12	29	51	120	17.500000	70.000000
24604510	175746	14	13	30	51	120	17.500000	70.000000
24604510	175746	15	14	33	39	120	17.500000	70.000000
24780256	175747	10	9	16	36	100	17.625000	70.500000
24780256	175747	13	12	29	39	120	17.625000	70.500000
24780256	175747	14	13	30	39	120	17.625000	70.500000
24780256	175747	15	14	33	27	120	17.625000	70.500000
24956003	87873	1	0	48	82	120	17.750000	71.000000
24956003	87873	1	0	48	86	120	17.750000	71.000000
24956003	175746	10	9	16	38	100	17.750000	71.000000
24956003	175746	10	9	16	46	80	17.750000	71.000000
24956003	175746	13	12	29	51	120	17.750000	71.000000
24956003	175746	14	13	30	51	120	17.750000	71.000000
24956003	175746	15	14	33	39	120	17.750000	71.000000
25131749	87873	1	0	48	86	120	17.875000	71.500000
25131749	87873	1	0	48	89	120	17.875000	71.500000
25131749	175747	10	9	16	36	100	17.875000	71.500000
25131749	175747	13	12	29	53	120	17.875000	71.500000
25131749	175747	14	13	30	53	120	17.875000	71.500000
25131749	175747	15	14	33	41	120	17.875000	71.500000
25307496	87873	1	0	48	82	120	18.000000	72.000000
25307496	87873	1	0	48	86	120	18.000000	72.000000
25307496	2811944	2	1	48	39	100	18.000000	72.000000
25307496	2811944	2	1	48	46	100	18.000000	72.000000
25307496	2811944	2	1	48	51	100	18.000000	72.000000
25307496	702986	2	1	48	58	120	18.000000	72.000000
25307496	702986	2	1	48	70	120	18.000000	72.000000
25307496	702986	3	2	80	70	120	18.000000	72.000000
25307496	702986	4	3	57	58	120	18.000000	72.000000
25307496	175746	10	9	16	36	100	18.000000	72.000000
25307496	175746	10	9	16	46	80	18.000000	72.000000
25307496	175746	13	12	29	51	120	18.000000	72.000000
25307496	175746	14	13	30	51	120	18.000000	72.000000
25307496	175746	15	14	33	39	120	18.000000	72.000000
25483242	175747	10	9	16	36	100	18.125000	72.500000
25483242	175747	13	12	29	39	120	18.125000	72.500000
25483242	175747	14	13	30	39	120	18.125000	72.500000
25483242	175747	15	14	33	27	120	18.125000	72.500000
25658989	175746	10	9	16	38	100	18.250000	73.000000
25658989	175746	10	9	16	46	80	18.250000	73.000000
25658989	175746	13	12	29	39	120	18.250000	73.000000
25658989	175746	14	13	30	39	120	18.250000	73.000000
25658989	175746	15	14	33	27	120	18.250000	73.000000
25834735	87873	1	0	48	82	120	18.375000	73.500000
25834735	87873	1	0	48	86	120	18.375000	73.500000
25834735	175747	10	9	16	36	100	18.375000	73.500000
25834735	175747	13	12	29	51	120	18.375000	73.500000
25834735	175747	14	13	30	51	120	18.375000	73.500000
25834735	175747	15	14	33	39	120	18.375000	73.500000
26010482	702986	2	1	48	65	120	18.500000	74.000000
26010482	702986	2	1	48	77	120	18.500000	74.000000
26010482	702986	3	2	80	77	120	18.500000	74.000000
26010482	702986	4	3	57	65	120	18.500000	74.000000
26010482	175746	10	9	16	36	100	18.500000	74.000000
26010482	175746	10	9	16	46	80	18.500000	74.000000
26010482	175746	13	12	29	39	120	18.500000	74.000000
26010482	175746	14	13	30	39	120	18.500000	74.000000
26010482	175746	15	14	33	27	120	18.500000	74.000000
26186228	175747	10	9	16	36	100	18.625000	74.500000
26186228	175747	13	12	29	39	120	18.625000	74.500000
26186228	175747	14	13	30	39	120	18.625000	74.500000
26186228	175747	15	14	33	27	120	18.625000	74.500000
26361975	87873	1	0	48	82	120	18.750000	75.000000
26361975	87873	1	0	48	86	120	18.750000	75.000000
26361975	175746	10	9	16	38	100	18.750000	75.000000
26361975	175746	10	9	16	46	80	18.750000	75.000000
26361975	175746	13	12	29	51	120	18.750000	75.000000
26361975	175746	14	13	30	51	120	18.750000	75.000000
26361975	175746	15	14	33	39	120	18.750000	75.000000
26537721	175747	10	9	16	36	100	18.875000	75.500000
26537721	175747	13	12	29	39	120	18.875000	75.500000
