14062	19089
14064	5261457
14064	5261457
14099	14996
14110	18577
14110	18577
14112	5261969
14112	5261969
14112	3689108
14112	9881
14112	10905
14112	4729497
14145	11927
14158	19089
14158	19089
14160	5261457
14160	5261457
14160	4728473
14160	10905
14203	19092
14206	18577
14206	18577
14208	5261969
14208	5261969
14208	3487636
14208	3488916
14208	16788
14208	3687316
14208	18068
14208	2699414
14208	14998
14208	2374806
14208	3031190
14208	18070
14208	19094
14208	4269207
14208	4727705
14208	9881
14208	4729497
14256	4728473
14256	10905
14299	17300
14302	19089
14302	19089
14304	5261457
14304	5261457
14304	2572436
14304	9113
14304	4727705
14304	9881
14304	4729497
14350	18577
14350	18577
14352	5260177
14352	5260177
14352	3487637
14392	9367
14395	16532
14400	3688596
14400	4078741
14400	4472981
14400	4728983
14400	9113
14400	4728473
14400	10905
14400	4729497
14489	14229
14491	18580
14491	15509
14491	16533
14491	10391
14494	17297
14494	17297
14496	5261457
14496	5261457
14496	2966420
14496	4464535
14496	9881
14496	10905
14496	4729497
14542	18577
14542	18577
14544	5260689
14544	5260689
14561	12438
14561	15510
14561	16534
14564	14228
14568	15508
14587	17300
14587	8087
14590	17809
14590	17809
14592	5260689
14592	5260689
14592	3683732
14592	2900374
14592	2901398
14592	3164310
14592	4270487
14592	4727705
14592	10905
14592	4729497
14688	3488916
14688	10905
14688	4729497
14784	3490196
14784	9113
14784	4728473
14784	10905
14784	4729497
14867	13716
14880	3687828
14880	9881
14880	10905
14880	4729497
14913	10647
14928	4728473
14928	10905
14971	17812
14974	17809
14974	17809
14976	5259665
14976	5259665
14976	15508
14976	3488916
14976	3489684
14976	16788
14976	3688596
14976	2899862
14976	16790
14976	17814
14976	2901398
14976	18582
14976	3164310
14976	4270487
14976	4727705
14976	9881
14976	4729497
15024	4728473
15024	10905
15067	18580
15070	16785
15070	16785
15072	5260177
15072	5260177
15072	2573716
15072	9113
15072	4727705
15072	9881
15072	4729497
15120	3488917
15163	17812
15166	17297
15166	17297
15168	5260689
15168	5260689
15168	3688596
15168	4080021
15168	4474261
15168	9113
15168	4728473
15168	10905
15168	4729497
15257	15509
15259	18580
15259	16789
15259	17813
15262	17809
15262	17809
15264	5259665
15264	5259665
15264	2966932
15264	9881
15264	10905
15264	4730521
15283	16278
15283	17814
15283	18582
15297	10647
15332	15508
15336	16276
15355	17812
15358	16785
15358	16785
15360	5261969
15360	5261969
15360	3685012
15360	2374294
15360	2246294
15360	3164822
15360	4075159
15360	4727705
15360	4729497
15360	11929
15454	19089
15454	19089
15456	5261457
15456	5261457
15456	3490196
15456	10905
15456	4729497
15502	18577
15502	18577
15504	5261969
15504	5261969
15552	3491476
15552	9113
15552	4728473
15552	10905
15552	4729497
15635	14996
15648	3689108
15648	9881
15648	10905
15648	4729497
15681	11927
15694	19089
15694	19089
15696	5259665
15696	5259665
15696	4728473
15696	10905
15739	19092
15742	16785
15742	16785
15744	5262481
15744	5262481
15744	3487636
15744	3488916
15744	16788
15744	3687316
15744	18068
15744	2371734
15744	14998
15744	2243734
15744	3162262
15744	18070
15744	19094
15744	4465815
15744	4727705
15744	9881
15744	4729497
15792	4728473
15792	10905
15835	17300
15838	19601
15838	19601
15840	5261969
15840	5261969
15840	2572436
15840	9113
15840	4727705
15840	9881
15840	4729497
15886	19089
15886	19089
15888	5262481
15888	5262481
15888	3487637
15928	9367
15931	16532
15936	3688596
15936	4078741
15936	4472981
15936	4270231
15936	9113
15936	4728473
15936	10905
15936	4729497
16025	14229
16027	18580
16027	15509
16027	16533
16027	10391
16032	2966420
16032	3874711
16032	9881
16032	10905
16032	4729497
16097	12438
16100	14228
16104	15508
16123	17300
16123	8087
16126	19601
16126	19601
16128	5262481
16128	5262481
16128	3684756
16128	15510
16128	16534
16128	2246038
16128	3164566
16128	2968726
16128	4271511
16128	4727705
16128	10905
16128	4729497
16222	19601
16222	19601
16224	5261969
16224	5261969
16224	3489940
16224	10905
16224	4729497
16270	19089
16270	19089
16272	5262481
16272	5262481
16320	3491220
16320	9113
16320	4728473
16320	10905
16320	4729497
16403	14740
16416	3688852
16416	9881
16416	10905
16416	4729497
16449	11671
16462	19601
16462	19601
16464	5260689
16464	5260689
16464	4728473
16464	10905
16507	18836
16510	17809
16510	5262737
16510	17809
16510	5262737
16512	3488148
16512	3489428
16512	16532
16512	17812
16512	3687828
16512	2244246
16512	3162518
16512	17814
16512	2966934
16512	18838
16512	19606
16512	4269719
16512	4727705
16512	9881
16512	4729497
16558	19857
16558	19857
16560	5263249
16560	5263249
16560	4728473
16560	10905
16603	17812
16604	20369
16604	20369
16608	5262737
16608	5262737
16608	2572692
16608	9113
16608	4727705
16608	9881
16608	4729497
16654	19857
16654	19857
16656	5262481
16656	5262481
16656	3488149
16699	16788
16702	5261969
16702	19601
16702	5261969
16702	19601
16704	3687828
16704	4079253
16704	4473237
16704	9113
16704	4728473
16704	10905
16704	4729497
16787	9879
16793	14741
16795	17812
16795	16021
16795	16789
16798	19089
16798	19089
16800	5261457
16800	5261457
16800	2965908
16800	4465047
16800	9881
16800	10905
16800	4729497
16833	16022
16833	16790
16865	17814
16868	14740
16872	16020
16891	16788
16891	8599
16894	18577
16894	18577
16896	5261969
16896	5261969
16896	3685012
16896	2701974
16896	2377366
16896	3033750
16896	4730519
16896	4727705
16896	10905
16896	4729497
16990	19089
16990	5263761
16990	19089
16990	5263761
16992	3490196
16992	10905
16992	4729497
17036	20881
17036	20881
17040	5263761
17040	5263761
17088	3491476
17088	9113
17088	4728473
17088	10905
17088	4729497
17171	14996
17182	5261457
17182	20881
17182	5261457
17182	20881
17184	3689108
17184	9881
17184	10905
17184	4729497
17217	11927
17232	4728473
17232	10905
17275	19092
17278	18577
17278	18577
17280	5261969
17280	5261969
17280	3487636
17280	3488916
17280	16788
17280	3687316
17280	18068
17280	2699414
17280	14998
17280	2374806
17280	3031190
17280	18070
17280	19094
17280	4269207
17280	4727705
17280	9881
17280	4729497
17328	4728473
17328	10905
17371	17300
17374	19089
17374	19089
17376	5263761
17376	5263761
17376	2572436
17376	9113
17376	4727705
17376	9881
17376	4729497
17422	20881
17422	20881
17424	5263761
17424	5263761
17424	3487637
17464	9367
17467	16532
17472	3688596
17472	4078741
17472	4472981
17472	4728983
17472	9113
17472	4728473
17472	10905
17472	4729497
17561	14229
17563	18580
17563	15509
17563	16533
17563	10391
17566	20881
17566	20881
17568	5261457
17568	5261457
17568	2966420
17568	4464535
17568	9881
17568	10905
17568	4729497
17614	18577
17614	18577
17616	5261969
17616	5261969
17633	12438
17633	15510
17633	16534
17636	14228
17640	15508
17659	17300
17659	8087
17662	19089
17662	19089
17664	5261969
17664	5261969
17664	4272789
17664	2968982
17664	4666007
17664	4728473
17664	10905
17664	4730265
17712	3487125
17760	3488149
17760	9881
17760	4728473
17760	11673
17760	4730265
17808	12949
17808	3686037
17856	13717
17856	4275861
17856	4073111
17856	12951
17856	9881
17856	4728473
17856	11673
17856	4730265
17904	14741
17904	4474261
17952	9881
17952	4728473
17952	11673
17952	4730265
18000	3492500
18046	19089
18046	19089
18048	3690900
18048	4806292
18048	9881
18048	4728473
18048	11673
18048	4730265
18144	9879
18144	3878295
18144	9881
18144	4728473
18144	11673
18144	4730265
18192	3484055
18192	11671
18240	5262737
18240	5262737
18240	19862
18240	10647
18240	3878295
18334	19857
18334	19857
18336	5263249
18336	5263249
18384	19092
18384	20884
18384	22164
18384	16021
18384	17813
18384	11671
18430	20369
18430	20369
18432	5263761
18432	5263761
18432	3948179
18432	3948947
18432	3950227
18432	3226260
18432	4472469
18432	4276629
18432	4212373
18432	3167894
18432	3168662
18432	4140695
18432	4727705
18432	9881
18432	11673
18432	4731289
18480	16021
18480	16789
18480	18069
18526	20881
18526	20881
18528	5265041
18528	5265041
18528	3228052
18528	4341397
18528	4342165
18528	4343445
18528	9113
18528	4727705
18528	4729497
18528	12697
18574	22161
18574	22161
18576	5264529
18576	5264529
18576	14996
18576	16021
18576	16789
18576	18069
18624	16019
18624	16787
18624	18067
18624	3229332
18624	4210325
18624	4211093
18624	4212373
18624	9113
18624	4728473
18624	10905
18624	4729497
18672	16021
18672	16789
18672	18069
18672	11927
18718	21649
18718	21649
18720	5265041
18720	5265041
18720	3948179
18720	3948947
18720	3950227
18720	3295892
18720	4013717
18720	4014485
18720	4015765
18720	4271767
18720	9881
18720	10905
18720	4729497
18766	5264529
18766	22161
18766	5264529
18766	22161
18768	18068
18768	11927
18816	3945619
18816	3946387
18816	3947667
18816	16019
18816	16787
18816	18067
